,Names,Profile URLs
1158,Hanna Rebekka Kiesewetter,https://pureportal.coventry.ac.uk/en/persons/hanna-rebekka-kiesewetter/publications/
1159,Hugh Kikuchi,https://pureportal.coventry.ac.uk/en/persons/hugh-kikuchi-2/publications/
1160,Eun-jin Kim,https://pureportal.coventry.ac.uk/en/persons/e-j-kim/publications/
1161,Andrew King,https://pureportal.coventry.ac.uk/en/persons/andrew-king/publications/
1162,Virginia King,https://pureportal.coventry.ac.uk/en/persons/virginia-king/publications/
1163,William King,https://pureportal.coventry.ac.uk/en/persons/william-king/publications/
1164,Steve Kingdon,https://pureportal.coventry.ac.uk/en/persons/steve-kingdon/publications/
1165,Jeptoo Kipkech,https://pureportal.coventry.ac.uk/en/persons/jeptoo-kipkech/publications/
1166,Alexandra Kirby,https://pureportal.coventry.ac.uk/en/persons/alexandra-kirby/publications/
1167,Rhys Kirk,https://pureportal.coventry.ac.uk/en/persons/rhys-kirk/publications/
1168,Richard James Kite,https://pureportal.coventry.ac.uk/en/persons/richard-james-kite/publications/
1169,Ruth Wanjiru Kituku,https://pureportal.coventry.ac.uk/en/persons/ruth-wanjiru-kituku/publications/
1170,Vishnu Kizhavallil Chandrasekharan,https://pureportal.coventry.ac.uk/en/persons/vishnu-kizhavallil-chandrasekharan/publications/
1171,Dominik Klepl,https://pureportal.coventry.ac.uk/en/persons/dominik-klepl/publications/
1172,Moya Kneafsey,https://pureportal.coventry.ac.uk/en/persons/moya-kneafsey/publications/
1173,Rosie Kneafsey,https://pureportal.coventry.ac.uk/en/persons/rosie-kneafsey/publications/
1174,Eve Knight,https://pureportal.coventry.ac.uk/en/persons/eve-knight/publications/
1175,Thomas Knowles,https://pureportal.coventry.ac.uk/en/persons/thomas-knowles/publications/
1176,Rose Kobusinge,https://pureportal.coventry.ac.uk/en/persons/rose-kobusinge/publications/
1177,Rahaf Koja,https://pureportal.coventry.ac.uk/en/persons/rahaf-koja/publications/
1178,Zeinab Kone,https://pureportal.coventry.ac.uk/en/persons/zeinab-kone/publications/
1179,Zhe Kong,https://pureportal.coventry.ac.uk/en/persons/zhe-kong/publications/
1180,Ambrose Koryang,https://pureportal.coventry.ac.uk/en/persons/ambrose-koryang/publications/
1181,Aarti Kotecha,https://pureportal.coventry.ac.uk/en/persons/aarti-kotecha/publications/
1182,Jade Kouletakis,https://pureportal.coventry.ac.uk/en/persons/jade-kouletakis/publications/
1183,Ivan Kourtchev,https://pureportal.coventry.ac.uk/en/persons/ivan-kourtchev/publications/
1184,Latha Krishnan,https://pureportal.coventry.ac.uk/en/persons/latha-krishnan/publications/
1185,Sabari Krishnan,https://pureportal.coventry.ac.uk/en/persons/sabari-krishnan/publications/
1186,Frens Kroeger,https://pureportal.coventry.ac.uk/en/persons/frens-kroeger/publications/
1187,Babul KSM Kader Ibrahim,https://pureportal.coventry.ac.uk/en/persons/babul-ksm-kader-ibrahim/publications/
1188,Kristen Kuhn,https://pureportal.coventry.ac.uk/en/persons/kristen-kuhn/publications/
1189,Pauline Kuithan,https://pureportal.coventry.ac.uk/en/persons/pauline-kuithan/publications/
1190,Abhishek Kumar,https://pureportal.coventry.ac.uk/en/persons/abhishek-kumar/publications/
1191,Teena Kumari,https://pureportal.coventry.ac.uk/en/persons/teena-kumari/publications/
1192,Sathees Kunjuthamby,https://pureportal.coventry.ac.uk/en/persons/sathees-kunjuthamby/publications/
1193,Stanley Kupezare,https://pureportal.coventry.ac.uk/en/persons/stanley-kupezare/publications/
1194,Om Kurmi,https://pureportal.coventry.ac.uk/en/persons/om-kurmi/publications/
1195,Ibnu Febry Kurniawan,https://pureportal.coventry.ac.uk/en/persons/ibnu-febry-kurniawan/publications/
1196,Niken Palupi Kusumo Wardani,https://pureportal.coventry.ac.uk/en/persons/niken-palupi-kusumo-wardani/publications/
1197,Leema Kuttiyil,https://pureportal.coventry.ac.uk/en/persons/leema-kuttiyil/publications/
1198,Gestel Christine Kuyler,https://pureportal.coventry.ac.uk/en/persons/gestel-christine-kuyler/publications/
1199,Ekaterina Kuzmina,https://pureportal.coventry.ac.uk/en/persons/ekaterina-kuzmina/publications/
1200,Kathryna Kwok,https://pureportal.coventry.ac.uk/en/persons/kathryna-kwok/publications/
1201,Ioannis Kyrou,https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou/publications/
1202,Aisha Labefo Audu,https://pureportal.coventry.ac.uk/en/persons/aisha-labefo-audu/publications/
1203,Funmi Ladeinde,https://pureportal.coventry.ac.uk/en/persons/funmi-ladeinde/publications/
1204,Sara Lahlouhi,https://pureportal.coventry.ac.uk/en/persons/sara-lahlouhi-2/publications/
1205,Emmylou Laird,https://pureportal.coventry.ac.uk/en/persons/emmylou-laird/publications/
1206,Jason Laird,https://pureportal.coventry.ac.uk/en/persons/jason-laird/publications/
1207,Gabrielle Lake,https://pureportal.coventry.ac.uk/en/persons/gabrielle-lake/publications/
1208,Egetadobobari Ejira Lale,https://pureportal.coventry.ac.uk/en/persons/egetadobobari-ejira-lale/publications/
1209,Oleseaden Ojuegba Lale,https://pureportal.coventry.ac.uk/en/persons/oleseaden-ojuegba-lale/publications/
1210,Samy Salvatore Roger Lalloz,https://pureportal.coventry.ac.uk/en/persons/samy-salvatore-roger-lalloz/publications/
1211,Matthew Lamaudiere,https://pureportal.coventry.ac.uk/en/persons/matthew-lamaudiere/publications/
1212,Caroline Lambert,https://pureportal.coventry.ac.uk/en/persons/caroline-lambert-lambert/publications/
1213,Petros Lameras,https://pureportal.coventry.ac.uk/en/persons/petros-lameras/publications/
1214,Edison Lami,https://pureportal.coventry.ac.uk/en/persons/edison-lami/publications/
1215,Kayleigh Lampard,https://pureportal.coventry.ac.uk/en/persons/kayleigh-lampard/publications/
1216,Rong Lan,https://pureportal.coventry.ac.uk/en/persons/rong-lan/publications/
1217,Karl Landstrom,https://pureportal.coventry.ac.uk/en/persons/karl-landstrom/publications/
1218,Olalekan Lanihun,https://pureportal.coventry.ac.uk/en/persons/olalekan-lanihun/publications/
1219,Grace Lapwoch,https://pureportal.coventry.ac.uk/en/persons/grace-lapwoch/publications/
1220,Craig Lashford,https://pureportal.coventry.ac.uk/en/persons/craig-lashford/publications/
1221,Egle Latvyte,https://pureportal.coventry.ac.uk/en/persons/egle-latvyte/publications/
1222,Alice Lau,https://pureportal.coventry.ac.uk/en/persons/alice-lau/publications/
1223,Miranda Celeste Laurence,https://pureportal.coventry.ac.uk/en/persons/miranda-celeste-laurence/publications/
1224,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta/publications/
1225,Helen Laws,https://pureportal.coventry.ac.uk/en/persons/helen-laws/publications/
1226,Duncan Lawson,https://pureportal.coventry.ac.uk/en/persons/duncan-lawson/publications/
1227,Jordon Lazell,https://pureportal.coventry.ac.uk/en/persons/jordon-lazell/publications/
1228,Viet Le,https://pureportal.coventry.ac.uk/en/persons/viet-le/publications/
1229,Chelsea Leadley,https://pureportal.coventry.ac.uk/en/persons/chelsea-leadley/publications/
1230,Sheila Leddington-Wright,https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright/publications/
1231,Ben Lee,https://pureportal.coventry.ac.uk/en/persons/ben-lee/publications/
1232,Eun Kyoung Lee,https://pureportal.coventry.ac.uk/en/persons/eun-kyoung-lee/publications/
1233,Pak-Yee Lee,https://pureportal.coventry.ac.uk/en/persons/pakyee-lee/publications/
1234,Rosemary Lee,https://pureportal.coventry.ac.uk/en/persons/rosemary-lee/publications/
1235,Sir Lee,https://pureportal.coventry.ac.uk/en/persons/sir-lee-2/publications/
1236,Linda Lee-Davies,https://pureportal.coventry.ac.uk/en/persons/linda-lee-davies/publications/
1237,Cassie Leedham,https://pureportal.coventry.ac.uk/en/persons/cassie-leedham/publications/
1238,Mitchell Leering,https://pureportal.coventry.ac.uk/en/persons/mitchell-leering/publications/
1239,Gavin Leigh,https://pureportal.coventry.ac.uk/en/persons/gavin-leigh/publications/
1240,Stefanie Lemke,https://pureportal.coventry.ac.uk/en/persons/stefanie-lemke/publications/
1241,Margi Lennartsson Turner,https://pureportal.coventry.ac.uk/en/persons/margi-lennartsson-turner/publications/
1242,Gavan Lennon,https://pureportal.coventry.ac.uk/en/persons/gavan-lennon/publications/
1243,Alice Leonard,https://pureportal.coventry.ac.uk/en/persons/alice-leonard/publications/
1244,France Leonard,https://pureportal.coventry.ac.uk/en/persons/france-leonard/publications/
1245,Victoria Leonard,https://pureportal.coventry.ac.uk/en/persons/victoria-leonard/publications/
1246,Mags Lesiak,https://pureportal.coventry.ac.uk/en/persons/mags-lesiak/publications/
1247,Carolyn Letchford,https://pureportal.coventry.ac.uk/en/persons/carolyn-letchford-2/publications/
1248,Silan Levelle,https://pureportal.coventry.ac.uk/en/persons/silan-levelle/publications/
1249,Jacek Lewandowski,https://pureportal.coventry.ac.uk/en/persons/jacek-lewandowski/publications/
1250,Mark Lewis,https://pureportal.coventry.ac.uk/en/persons/mark-lewis/publications/
1251,Agnieszka Lewko,https://pureportal.coventry.ac.uk/en/persons/agnieszka-lewko/publications/
1252,Ke Li,https://pureportal.coventry.ac.uk/en/persons/ke-li/publications/
1253,Kexing Li,https://pureportal.coventry.ac.uk/en/persons/kexing-li/publications/
1254,Luo Li,https://pureportal.coventry.ac.uk/en/persons/luo-li/publications/
1255,Mingchen Li,https://pureportal.coventry.ac.uk/en/persons/mingchen-li/publications/
1256,Weidong Li,https://pureportal.coventry.ac.uk/en/persons/weidong-li/publications/
1257,Hailin Liao,https://pureportal.coventry.ac.uk/en/persons/hailin-liao/publications/
1258,Helen Liebling,https://pureportal.coventry.ac.uk/en/persons/helen-liebling/publications/
1259,Liliani Liliani,https://pureportal.coventry.ac.uk/en/persons/liliani-liliani/publications/
1260,Adam Lillicrapp,https://pureportal.coventry.ac.uk/en/persons/adam-lillicrapp/publications/
1261,"Christopher Ian Lillington Martin, MSt (Oxon), FSET",https://pureportal.coventry.ac.uk/en/persons/christopher-ian-lillington-martin/publications/
1262,Ming Lim,https://pureportal.coventry.ac.uk/en/persons/ming-lim/publications/
1263,Romara Lima Delmonte,https://pureportal.coventry.ac.uk/en/persons/romara-lima-delmonte/publications/
1264,Thet Thet Lin,https://pureportal.coventry.ac.uk/en/persons/thet-thet-lin/publications/
1265,Adam Linekar,https://pureportal.coventry.ac.uk/en/persons/adam-michael-linekar/publications/
1266,Kate Lines,https://pureportal.coventry.ac.uk/en/persons/kate-lines/publications/
1267,Nikki Lines,https://pureportal.coventry.ac.uk/en/persons/nikki-lines/publications/
1268,Simon Ling Locke,https://pureportal.coventry.ac.uk/en/persons/simon-ling-locke/publications/
1269,Eva Lippold,https://pureportal.coventry.ac.uk/en/persons/eva-lippold/publications/
1270,Piotr Lis,https://pureportal.coventry.ac.uk/en/persons/piotr-lis/publications/
1271,Leli Lismay,https://pureportal.coventry.ac.uk/en/persons/leli-lismay/publications/
1272,Ge Liu,https://pureportal.coventry.ac.uk/en/persons/ge-liu/publications/
1273,Haipeng Liu,https://pureportal.coventry.ac.uk/en/persons/haipeng-liu/publications/
1274,Margaret Liu,https://pureportal.coventry.ac.uk/en/persons/margaret-liu/publications/
1275,Zhongwei Liu,https://pureportal.coventry.ac.uk/en/persons/zhongwei-liu/publications/
1276,Zihao Liu,https://pureportal.coventry.ac.uk/en/persons/zihao-liu/publications/
1277,George Thomas Lloyd-O'Keeffe,https://pureportal.coventry.ac.uk/en/persons/george-thomas-lloyd-okeeffe/publications/
1278,Joan Lockyer,https://pureportal.coventry.ac.uk/en/persons/joan-lockyer/publications/
1279,Michael Loizou,https://pureportal.coventry.ac.uk/en/persons/michael-loizou/publications/
1280,Long'or Pauline Lokidor,https://pureportal.coventry.ac.uk/en/persons/longor-pauline-lokidor/publications/
1281,Fiona Lomas,https://pureportal.coventry.ac.uk/en/persons/fiona-lomas/publications/
1282,Helen Lord,https://pureportal.coventry.ac.uk/en/persons/helen-lord/publications/
1283,James Loveard,https://pureportal.coventry.ac.uk/en/persons/james-loveard/publications/
1284,Kristopher Lovell,https://pureportal.coventry.ac.uk/en/persons/kristopher-lovell/publications/
1285,Fiona Lowe,https://pureportal.coventry.ac.uk/en/persons/fiona-lowe/publications/
1286,Caroline Lozahic,https://pureportal.coventry.ac.uk/en/persons/caroline-lozahic/publications/
1287,Ping Lu,https://pureportal.coventry.ac.uk/en/persons/ping-lu/publications/
1288,Qian Lu,https://pureportal.coventry.ac.uk/en/persons/qian-lu/publications/
1289,Wenqi Lu,https://pureportal.coventry.ac.uk/en/persons/wenqi-lu/publications/
1290,Xuyang Lu,https://pureportal.coventry.ac.uk/en/persons/xuyang-lu/publications/
1291,Yueyao Lu,https://pureportal.coventry.ac.uk/en/persons/yueyao-lu/publications/
1292,Dureshahwar Lughmani,https://pureportal.coventry.ac.uk/en/persons/dureshahwar-lughmani/publications/
1293,Tess Lukehurst,https://pureportal.coventry.ac.uk/en/persons/tess-lukehurst/publications/
1294,Patricia Lund,https://pureportal.coventry.ac.uk/en/persons/patricia-lund/publications/
1295,Yun Luo,https://pureportal.coventry.ac.uk/en/persons/yun-luo/publications/
1296,Emmanuel Edet Luther,https://pureportal.coventry.ac.uk/en/persons/emmanuel-edet-luther-2/publications/
1297,Eleanor Lutman-White,https://pureportal.coventry.ac.uk/en/persons/eleanor-lutman-white/publications/
1298,Lien Luu,https://pureportal.coventry.ac.uk/en/persons/lien-luu/publications/
1299,Anthony Luvera,https://pureportal.coventry.ac.uk/en/persons/anthony-luvera/publications/
1300,"Professor Deborah Lycett, PhD",https://pureportal.coventry.ac.uk/en/persons/deborah-lycett/publications/
1301,Claire Lyons,https://pureportal.coventry.ac.uk/en/persons/claire-lyons/publications/
1302,Max Lyons Donegan,https://pureportal.coventry.ac.uk/en/persons/max-lyons-donegan/publications/
1303,Jiani Ma,https://pureportal.coventry.ac.uk/en/persons/jiani-ma-2/publications/
1304,Jie Ma,https://pureportal.coventry.ac.uk/en/persons/jie-ma/publications/
1305,YingLiang Ma,https://pureportal.coventry.ac.uk/en/persons/yingliang-ma/publications/
1306,Gideon Maas,https://pureportal.coventry.ac.uk/en/persons/gideon-maas/publications/
1307,Barbara Macdonald,https://pureportal.coventry.ac.uk/en/persons/barbara-macdonald/publications/
1308,Steven Macdonald,https://pureportal.coventry.ac.uk/en/persons/steven-macdonald/publications/
1309,Emily Jane Mace,https://pureportal.coventry.ac.uk/en/persons/emily-jane-mace/publications/
1310,Iain MacKinnon,https://pureportal.coventry.ac.uk/en/persons/iain-mackinnon/publications/
1311,Fraser MacLellan,https://pureportal.coventry.ac.uk/en/persons/fraser-maclellan/publications/
1312,Stuart MacLennan,https://pureportal.coventry.ac.uk/en/persons/stuart-maclennan/publications/
1313,Kate MacLeod,https://pureportal.coventry.ac.uk/en/persons/kate-macleod/publications/
1314,Helen Maddock,https://pureportal.coventry.ac.uk/en/persons/helen-maddock/publications/
1315,Paul Magee,https://pureportal.coventry.ac.uk/en/persons/paul-magee/publications/
1316,Ahmed Mahmed,https://pureportal.coventry.ac.uk/en/persons/ahmed-mahmed/publications/
1317,Abdulrahman Mahmoud,https://pureportal.coventry.ac.uk/en/persons/abdulrahman-mahmoud-2/publications/
1318,Dominic Mahon,https://pureportal.coventry.ac.uk/en/persons/dominic-mahon/publications/
1319,Zainab Mai-Bornu,https://pureportal.coventry.ac.uk/en/persons/zainab-mai-bornu/publications/
1320,Vanessa Nontsikelelo Majiza,https://pureportal.coventry.ac.uk/en/persons/vanessa-nontsikelelo-majiza/publications/
1321,Annesha Makhal,https://pureportal.coventry.ac.uk/en/persons/annesha-makhal/publications/
1322,Mina Makin,https://pureportal.coventry.ac.uk/en/persons/mina-makin/publications/
1323,James Malcolm,https://pureportal.coventry.ac.uk/en/persons/james-malcolm/publications/
1324,Anahita Malekmohammadi,https://pureportal.coventry.ac.uk/en/persons/anahita-malekmohammadi/publications/
1325,Pauline Maleyrie,https://pureportal.coventry.ac.uk/en/persons/pauline-maleyrie/publications/
1326,Kashif Malik,https://pureportal.coventry.ac.uk/en/persons/kashif-malik/publications/
1327,Shahida Mallah,https://pureportal.coventry.ac.uk/en/persons/shahida-mallah/publications/
1328,Marcus Maloney,https://pureportal.coventry.ac.uk/en/persons/marcus-maloney/publications/
1329,Arun Mambazhasseri Divakaran,https://pureportal.coventry.ac.uk/en/persons/arun-mambazhasseri-divakaran/publications/
1330,Andy Manapany,https://pureportal.coventry.ac.uk/en/persons/andy-manapany/publications/
1331,Alessia Mangiavillano,https://pureportal.coventry.ac.uk/en/persons/alessia-mangiavillano/publications/
1332,Kaddijatou Manneh,https://pureportal.coventry.ac.uk/en/persons/kaddijatou-manneh-2/publications/
1333,Brandon Manning,https://pureportal.coventry.ac.uk/en/persons/brandon-manning/publications/
1334,Emily Manns,https://pureportal.coventry.ac.uk/en/persons/emily-manns/publications/
1335,Nushra Mansuri,https://pureportal.coventry.ac.uk/en/persons/nushra-mansuri/publications/
1336,Lefeer Muhamed Marakkarackayil,https://pureportal.coventry.ac.uk/en/persons/lefeer-muhamed-marakkarackayil/publications/
1337,Efrider Fifi Maramwidze,https://pureportal.coventry.ac.uk/en/persons/efrider-fifi-maramwidze/publications/
1338,Donatella Maraschin,https://pureportal.coventry.ac.uk/en/persons/donatella-maraschin/publications/
1339,Ksenija Maravic da Silva,https://pureportal.coventry.ac.uk/en/persons/ksenija-maravic-da-silva/publications/
1340,Denis Robert Marchant,https://pureportal.coventry.ac.uk/en/persons/denis-robert-marchant/publications/
1341,Andreas Marcou,https://pureportal.coventry.ac.uk/en/persons/andreas-marcou/publications/
1342,Magdalena Marczak,https://pureportal.coventry.ac.uk/en/persons/magdalena-marczak/publications/
1343,Ainul Mardiah,https://pureportal.coventry.ac.uk/en/persons/ainul-mardiah/publications/
1344,Adriana Marin,https://pureportal.coventry.ac.uk/en/persons/adriana-marin/publications/
1345,Natasha Marin,https://pureportal.coventry.ac.uk/en/persons/natasha-marin/publications/
1346,Kristina Marintseva,https://pureportal.coventry.ac.uk/en/persons/kristina-marintseva/publications/
1347,Gabriel Marin Vandenbroucke,https://pureportal.coventry.ac.uk/en/persons/gabriel-marin-vandenbroucke/publications/
1348,Hilary Marsh,https://pureportal.coventry.ac.uk/en/persons/hilary-marsh/publications/
1349,Kate Marsh,https://pureportal.coventry.ac.uk/en/persons/kate-marsh/publications/
1350,Chrissy Marshall,https://pureportal.coventry.ac.uk/en/persons/chrissy-marshall/publications/
1351,Ian Marshall,https://pureportal.coventry.ac.uk/en/persons/ian-marshall/publications/
1352,Leeann Marshall,https://pureportal.coventry.ac.uk/en/persons/leeann-marshall/publications/
1353,Vlad Marsic,https://pureportal.coventry.ac.uk/en/persons/vlad-marsic/publications/
1354,Christopher Martin,https://pureportal.coventry.ac.uk/en/persons/christopher-martin/publications/
1355,Faith Martin,https://pureportal.coventry.ac.uk/en/persons/faith-martin/publications/
1356,Paul Martin,https://pureportal.coventry.ac.uk/en/persons/paul-martin/publications/
1357,Shaniece Martin,https://pureportal.coventry.ac.uk/en/persons/shaniece-martin-2/publications/
1358,Alysia Martindale,https://pureportal.coventry.ac.uk/en/persons/alysia-martindale/publications/
1359,Joao Raphael da Silva Martins da Silva Gil,https://pureportal.coventry.ac.uk/en/persons/joao-raphael-da-silva-martins-da-silva-gil/publications/
1360,Amber Martin-Woodhead,https://pureportal.coventry.ac.uk/en/persons/amber-martin-woodhead-martin-woodhead/publications/
1361,Qurat-ul-ain Mastoi,https://pureportal.coventry.ac.uk/en/persons/qurat-ul-ain-mastoi/publications/
1362,Ernesto Mastrocinque,https://pureportal.coventry.ac.uk/en/persons/ernesto-mastrocinque/publications/
1363,Mahmoud Masud,https://pureportal.coventry.ac.uk/en/persons/mahmoud-masud/publications/
1364,Elaine Matchett,https://pureportal.coventry.ac.uk/en/persons/elaine-matchett/publications/
1365,Nat Matchett,https://pureportal.coventry.ac.uk/en/persons/nat-matchett/publications/
1366,Ranveer Matharu,https://pureportal.coventry.ac.uk/en/persons/ranveer-matharu/publications/
1367,Kalyan Bhakta Mathema,https://pureportal.coventry.ac.uk/en/persons/kalyan-bhakta-mathema/publications/
1368,Jackie Mathers,https://pureportal.coventry.ac.uk/en/persons/jackie-mathers-2/publications/
1369,Jino Mathew,https://pureportal.coventry.ac.uk/en/persons/jino-mathew/publications/
1370,Monisha Mathew,https://pureportal.coventry.ac.uk/en/persons/monisha-mathew/publications/
1371,Gurbax Matoo,https://pureportal.coventry.ac.uk/en/persons/gurbax-matoo/publications/
1372,Rachel Matthews,https://pureportal.coventry.ac.uk/en/persons/rachel-matthews/publications/
1373,Chris Maughan,https://pureportal.coventry.ac.uk/en/persons/chris-maughan/publications/
1374,Lola Maury,https://pureportal.coventry.ac.uk/en/persons/lola-maury/publications/
1375,Louiza Mavrovounioti,https://pureportal.coventry.ac.uk/en/persons/louiza-mavrovounioti/publications/
1376,Achille Mawhassa,https://pureportal.coventry.ac.uk/en/persons/achille-mawhassa/publications/
1377,Simon May,https://pureportal.coventry.ac.uk/en/persons/simon-may/publications/
1378,Cheryl Maycock,https://pureportal.coventry.ac.uk/en/persons/cheryl-maycock/publications/
1379,Eno Maycock,https://pureportal.coventry.ac.uk/en/persons/eno-maycock/publications/
1380,Catherine Mazhandu,https://pureportal.coventry.ac.uk/en/persons/catherine-mazhandu/publications/
1381,Sheraz Mazhar,https://pureportal.coventry.ac.uk/en/persons/sheraz-mazhar/publications/
1382,Chidabwiso Mazyopa,https://pureportal.coventry.ac.uk/en/persons/chidabwiso-mazyopa/publications/
1383,Fredrick Mbanaso,https://pureportal.coventry.ac.uk/en/persons/fredrick-mbanaso/publications/
1384,Georgina McAllister,https://pureportal.coventry.ac.uk/en/persons/george-mcallister/publications/
1385,Sasha McAulay,https://pureportal.coventry.ac.uk/en/persons/sasha-mcaulay/publications/
1386,Robert McCabe,https://pureportal.coventry.ac.uk/en/persons/robert-mccabe/publications/
1387,Lee McCallum,https://pureportal.coventry.ac.uk/en/persons/lee-mccallum/publications/
1388,Sean McCartan,https://pureportal.coventry.ac.uk/en/persons/sean-mccartan/publications/
1389,Jules McCarthy,https://pureportal.coventry.ac.uk/en/persons/jules-mccarthy/publications/
1390,Philip McCosker,https://pureportal.coventry.ac.uk/en/persons/philip-mccosker/publications/
1391,Jessica McElhone,https://pureportal.coventry.ac.uk/en/persons/jessica-mcelhone/publications/
1392,Marisa McGlinchey,https://pureportal.coventry.ac.uk/en/persons/marisa-mcglinchey/publications/
1393,Danny McGough,https://pureportal.coventry.ac.uk/en/persons/danny-mcgough/publications/
1394,Gordon McGregor,https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor/publications/
1395,Scott McGuire,https://pureportal.coventry.ac.uk/en/persons/scott-mcguire-2/publications/
1396,Colin Mcgurk,https://pureportal.coventry.ac.uk/en/persons/colin-mcgurk/publications/
1397,David McIlhatton,https://pureportal.coventry.ac.uk/en/persons/david-mcilhatton/publications/
1398,Caoime McIlhone,https://pureportal.coventry.ac.uk/en/persons/caoime-mcilhone/publications/
1399,Patrick McKinney,https://pureportal.coventry.ac.uk/en/persons/patrick-mckinney/publications/
1400,Stephen McLoughlin,https://pureportal.coventry.ac.uk/en/persons/stephen-mcloughlin/publications/
1401,Sam McMaster,https://pureportal.coventry.ac.uk/en/persons/sam-mcmaster/publications/
1402,Hope Mcmellon,https://pureportal.coventry.ac.uk/en/persons/hope-mcmellon/publications/
1403,Jennifer McNally,https://pureportal.coventry.ac.uk/en/persons/jennifer-mcnally/publications/
1404,George McNamee,https://pureportal.coventry.ac.uk/en/persons/george-mcnamee/publications/
1405,Brian McShane,https://pureportal.coventry.ac.uk/en/persons/brian-mcshane/publications/
1406,George McSharry,https://pureportal.coventry.ac.uk/en/persons/george-mcsharry/publications/
1407,Mitchell McTough,https://pureportal.coventry.ac.uk/en/persons/mitchell-mctough/publications/
1408,David McWilliams,https://pureportal.coventry.ac.uk/en/persons/david-mcwilliams/publications/
1409,Tony Meacham,https://pureportal.coventry.ac.uk/en/persons/tony-meacham/publications/
1410,Maureen Meadows,https://pureportal.coventry.ac.uk/en/persons/maureen-meadows/publications/
1411,Emma Meehan,https://pureportal.coventry.ac.uk/en/persons/emma-meehan/publications/
1412,Devi Megawati,https://pureportal.coventry.ac.uk/en/persons/devi-megawati/publications/
1413,Ruchita Mehta,https://pureportal.coventry.ac.uk/en/persons/ruchita-mehta/publications/
1414,Lorena Mejuto Miranda,https://pureportal.coventry.ac.uk/en/persons/lorena-mejuto-miranda/publications/
1415,Patricia Melton,https://pureportal.coventry.ac.uk/en/persons/patricia-melton/publications/
1416,Campbell Menzies,https://pureportal.coventry.ac.uk/en/persons/campbell-menzies/publications/
1417,Shaheen Merali,https://pureportal.coventry.ac.uk/en/persons/shaheen-merali/publications/
1418,Joanna Meredith,https://pureportal.coventry.ac.uk/en/persons/joanna-meredith/publications/
1419,Alessandro Merendino,https://pureportal.coventry.ac.uk/en/persons/alessandro-merendino/publications/
1420,Sarah Kate Merry,https://pureportal.coventry.ac.uk/en/persons/sarah-kate-merry/publications/
1421,Alexandre Metreveli,https://pureportal.coventry.ac.uk/en/persons/alexandre-metreveli/publications/
1422,Karolina Magdalena Mienska,https://pureportal.coventry.ac.uk/en/persons/karolina-magdalena-mienska/publications/
1423,Kelly Milburn,https://pureportal.coventry.ac.uk/en/persons/kelly-milburn/publications/
1424,Jessica Milgroom,https://pureportal.coventry.ac.uk/en/persons/jessica-milgroom/publications/
1425,Iraida Miller,https://pureportal.coventry.ac.uk/en/persons/iraida-miller/publications/
1426,Carl Mills,https://pureportal.coventry.ac.uk/en/persons/carl-mills/publications/
1427,Richard Mills,https://pureportal.coventry.ac.uk/en/persons/richard-mills/publications/
1428,Emzi Mills-Frater,https://pureportal.coventry.ac.uk/en/persons/emzi-mills-frater/publications/
1429,EJ Milne,https://pureportal.coventry.ac.uk/en/persons/ej-milne/publications/
1430,James Milne,https://pureportal.coventry.ac.uk/en/persons/james-milne/publications/
1431,Yvonne Milton,https://pureportal.coventry.ac.uk/en/persons/yvonne-milton/publications/
1432,Golly Minkah,https://pureportal.coventry.ac.uk/en/persons/golly-minkah/publications/
1433,Fozia Mir,https://pureportal.coventry.ac.uk/en/persons/fozia-mir/publications/
1434,Behnam Mirgol,https://pureportal.coventry.ac.uk/en/persons/behnam-mirgol/publications/
1435,Lucie Mirkova,https://pureportal.coventry.ac.uk/en/persons/lucie-mirkova/publications/
1436,Taimur Mirza,https://pureportal.coventry.ac.uk/en/persons/taimur-mirza/publications/
1437,Hiten Mistry,https://pureportal.coventry.ac.uk/en/persons/hiten-mistry/publications/
1438,Faye Mitchell,https://pureportal.coventry.ac.uk/en/persons/faye-mitchell/publications/
1439,Simon Mitchell,https://pureportal.coventry.ac.uk/en/persons/simon-mitchell/publications/
1440,Nhlanganiso Mlilo,https://pureportal.coventry.ac.uk/en/persons/mlilo-mlilo/publications/
1441,Matilda Mmegwa,https://pureportal.coventry.ac.uk/en/persons/matilda-mmegwa/publications/
1442,Nina Moeller,https://pureportal.coventry.ac.uk/en/persons/nina-moeller/publications/
1443,Mia Mohac,https://pureportal.coventry.ac.uk/en/persons/mia-mohac/publications/
1444,Zeina Samy Hamed Ibrahim Mohamed,https://pureportal.coventry.ac.uk/en/persons/zeina-samy-hamed-ibrahim-mohamed/publications/
1445,Mohamed Ahsan Mohamed Mafaz,https://pureportal.coventry.ac.uk/en/persons/mohamed-ahsan-mohamed-mafaz/publications/
1446,Zahra Mohammadnazari,https://pureportal.coventry.ac.uk/en/persons/zahra-mohammadnazari/publications/
1447,Fuseini Mohammed,https://pureportal.coventry.ac.uk/en/persons/fuseini-mohammed/publications/
1448,Kabiru Mohammed,https://pureportal.coventry.ac.uk/en/persons/kabiru-mohammed/publications/
